t	table	topic_end	pg_inserted
1.5	b_wide_1	49152	0
5.7	b_wide_1	219071	98244
7.9	b_wide_1	309001	168082
10.0	b_wide_1	393216	238150
12.1	b_wide_1	479185	308159
16.9	b_wide_1	600000	487245
19.5	b_wide_1	600000	588625
21.9	b_wide_1	600000	588625
