2.1	local-env-connect-1	616.96%	2.81GiB / 7.748GiB
2.1	local-env-kafka-1	92.84%	861.7MiB / 7.748GiB
2.1	local-env-schema-registry-1	0.42%	159.6MiB / 7.748GiB
2.1	local-env-mysql-1	120.12%	340.2MiB / 7.748GiB
2.1	local-env-postgres-1	128.83%	201.1MiB / 7.748GiB
13.8	local-env-connect-1	461.56%	2.05GiB / 7.748GiB
13.8	local-env-kafka-1	71.51%	1013MiB / 7.748GiB
13.8	local-env-schema-registry-1	0.33%	155.2MiB / 7.748GiB
13.8	local-env-mysql-1	105.41%	796.5MiB / 7.748GiB
13.8	local-env-postgres-1	177.12%	235.3MiB / 7.748GiB
25.5	local-env-connect-1	209.97%	2.359GiB / 7.748GiB
25.5	local-env-kafka-1	18.39%	1.373GiB / 7.748GiB
25.5	local-env-schema-registry-1	1.44%	119.5MiB / 7.748GiB
25.5	local-env-mysql-1	29.12%	758.4MiB / 7.748GiB
25.5	local-env-postgres-1	192.16%	248.4MiB / 7.748GiB
33.5	local-env-connect-1	198.37%	2.362GiB / 7.748GiB
33.5	local-env-kafka-1	13.73%	1.029GiB / 7.748GiB
33.5	local-env-schema-registry-1	0.30%	120.4MiB / 7.748GiB
33.5	local-env-mysql-1	28.58%	283.6MiB / 7.748GiB
33.5	local-env-postgres-1	204.71%	247.1MiB / 7.748GiB
40.3	local-env-connect-1	297.14%	2.594GiB / 7.748GiB
40.3	local-env-kafka-1	19.30%	922.2MiB / 7.748GiB
40.3	local-env-schema-registry-1	0.27%	144.4MiB / 7.748GiB
40.3	local-env-mysql-1	45.22%	321MiB / 7.748GiB
40.3	local-env-postgres-1	198.77%	354.7MiB / 7.748GiB
53.8	local-env-connect-1	270.17%	2.547GiB / 7.748GiB
53.8	local-env-kafka-1	43.09%	978.8MiB / 7.748GiB
53.8	local-env-schema-registry-1	0.45%	127.1MiB / 7.748GiB
53.8	local-env-mysql-1	56.43%	358.2MiB / 7.748GiB
53.8	local-env-postgres-1	122.85%	203.5MiB / 7.748GiB
57.9	local-env-connect-1	269.99%	2.551GiB / 7.748GiB
57.9	local-env-kafka-1	17.87%	934.8MiB / 7.748GiB
57.9	local-env-schema-registry-1	0.31%	127.5MiB / 7.748GiB
57.9	local-env-mysql-1	53.45%	365.4MiB / 7.748GiB
57.9	local-env-postgres-1	149.25%	223.2MiB / 7.748GiB
63.7	local-env-connect-1	312.89%	2.553GiB / 7.748GiB
63.7	local-env-kafka-1	28.33%	939.8MiB / 7.748GiB
63.7	local-env-schema-registry-1	0.50%	129.1MiB / 7.748GiB
63.7	local-env-mysql-1	48.49%	392.6MiB / 7.748GiB
63.7	local-env-postgres-1	132.39%	223.5MiB / 7.748GiB
51.8	local-env-connect-1	358.77%	2.558GiB / 7.748GiB
51.8	local-env-kafka-1	18.41%	993.1MiB / 7.748GiB
51.8	local-env-schema-registry-1	1.91%	130.3MiB / 7.748GiB
51.8	local-env-mysql-1	77.91%	420.6MiB / 7.748GiB
51.8	local-env-postgres-1	149.22%	231.5MiB / 7.748GiB
72.4	local-env-connect-1	236.86%	2.56GiB / 7.748GiB
72.4	local-env-kafka-1	10.40%	1002MiB / 7.748GiB
72.4	local-env-schema-registry-1	0.32%	131.5MiB / 7.748GiB
72.4	local-env-mysql-1	30.29%	362.6MiB / 7.748GiB
72.4	local-env-postgres-1	219.35%	237MiB / 7.748GiB
84.2	local-env-connect-1	226.44%	2.563GiB / 7.748GiB
84.2	local-env-kafka-1	54.16%	1.029GiB / 7.748GiB
84.2	local-env-schema-registry-1	0.36%	139.6MiB / 7.748GiB
84.2	local-env-mysql-1	28.70%	363.6MiB / 7.748GiB
84.2	local-env-postgres-1	157.62%	322.6MiB / 7.748GiB
96.0	local-env-connect-1	127.71%	2.55GiB / 7.748GiB
96.0	local-env-kafka-1	104.42%	1.239GiB / 7.748GiB
96.0	local-env-schema-registry-1	0.49%	134.6MiB / 7.748GiB
96.0	local-env-mysql-1	2.80%	310MiB / 7.748GiB
96.0	local-env-postgres-1	179.20%	226.3MiB / 7.748GiB
108.7	local-env-connect-1	123.12%	2.549GiB / 7.748GiB
108.7	local-env-kafka-1	1.53%	874.6MiB / 7.748GiB
108.7	local-env-schema-registry-1	0.30%	136MiB / 7.748GiB
108.7	local-env-mysql-1	1.84%	286.3MiB / 7.748GiB
108.7	local-env-postgres-1	182.90%	329.2MiB / 7.748GiB
116.9	local-env-connect-1	93.76%	2.55GiB / 7.748GiB
116.9	local-env-kafka-1	2.23%	873.7MiB / 7.748GiB
116.9	local-env-schema-registry-1	0.32%	136.7MiB / 7.748GiB
116.9	local-env-mysql-1	1.77%	286.7MiB / 7.748GiB
116.9	local-env-postgres-1	171.07%	331.4MiB / 7.748GiB
124.3	local-env-connect-1	102.67%	2.553GiB / 7.748GiB
124.3	local-env-kafka-1	1.77%	886.1MiB / 7.748GiB
124.3	local-env-schema-registry-1	0.30%	137.4MiB / 7.748GiB
124.3	local-env-mysql-1	1.39%	288.1MiB / 7.748GiB
124.3	local-env-postgres-1	88.28%	336.1MiB / 7.748GiB
131.3	local-env-connect-1	43.86%	2.553GiB / 7.748GiB
131.3	local-env-kafka-1	101.96%	1003MiB / 7.748GiB
131.3	local-env-schema-registry-1	0.32%	138.6MiB / 7.748GiB
131.3	local-env-mysql-1	1.47%	288.8MiB / 7.748GiB
131.3	local-env-postgres-1	49.14%	345.9MiB / 7.748GiB
136.9	local-env-connect-1	41.10%	2.553GiB / 7.748GiB
136.9	local-env-kafka-1	1.46%	894.4MiB / 7.748GiB
136.9	local-env-schema-registry-1	0.29%	138.8MiB / 7.748GiB
136.9	local-env-mysql-1	1.05%	289.4MiB / 7.748GiB
136.9	local-env-postgres-1	57.48%	381.5MiB / 7.748GiB
142.4	local-env-connect-1	2.23%	2.553GiB / 7.748GiB
142.4	local-env-kafka-1	4.24%	895.1MiB / 7.748GiB
142.4	local-env-schema-registry-1	0.74%	139.5MiB / 7.748GiB
142.4	local-env-mysql-1	1.82%	295.9MiB / 7.748GiB
142.4	local-env-postgres-1	12.70%	395MiB / 7.748GiB
148.5	local-env-connect-1	1.84%	2.553GiB / 7.748GiB
148.5	local-env-kafka-1	2.59%	899.6MiB / 7.748GiB
148.5	local-env-schema-registry-1	5.19%	140.4MiB / 7.748GiB
148.5	local-env-mysql-1	1.62%	296.2MiB / 7.748GiB
148.5	local-env-postgres-1	9.30%	398.1MiB / 7.748GiB
