1.4	local-env-connect-1	260.88%	1.21GiB / 7.748GiB
1.4	local-env-kafka-1	8.54%	917.5MiB / 7.748GiB
1.4	local-env-schema-registry-1	1.24%	171.9MiB / 7.748GiB
1.4	local-env-mysql-1	23.16%	320.1MiB / 7.748GiB
1.4	local-env-postgres-1	47.20%	267.1MiB / 7.748GiB
12.5	local-env-connect-1	159.29%	1.224GiB / 7.748GiB
12.5	local-env-kafka-1	6.53%	923.6MiB / 7.748GiB
12.5	local-env-schema-registry-1	0.45%	172.9MiB / 7.748GiB
12.5	local-env-mysql-1	25.35%	320.7MiB / 7.748GiB
12.5	local-env-postgres-1	62.41%	278.8MiB / 7.748GiB
23.4	local-env-connect-1	45.96%	1.232GiB / 7.748GiB
23.4	local-env-kafka-1	1.16%	925.9MiB / 7.748GiB
23.4	local-env-schema-registry-1	1.30%	175.9MiB / 7.748GiB
23.4	local-env-mysql-1	0.76%	321.5MiB / 7.748GiB
23.4	local-env-postgres-1	52.69%	288.7MiB / 7.748GiB
34.9	local-env-connect-1	43.06%	1.236GiB / 7.748GiB
34.9	local-env-kafka-1	0.97%	925.3MiB / 7.748GiB
34.9	local-env-schema-registry-1	1.30%	175.1MiB / 7.748GiB
34.9	local-env-mysql-1	0.69%	321.1MiB / 7.748GiB
34.9	local-env-postgres-1	54.71%	301.9MiB / 7.748GiB
45.8	local-env-connect-1	45.42%	1.237GiB / 7.748GiB
45.8	local-env-kafka-1	2.17%	929MiB / 7.748GiB
45.8	local-env-schema-registry-1	0.24%	175.8MiB / 7.748GiB
45.8	local-env-mysql-1	0.64%	321.4MiB / 7.748GiB
45.8	local-env-postgres-1	56.17%	313.7MiB / 7.748GiB
57.0	local-env-connect-1	44.85%	1.237GiB / 7.748GiB
57.0	local-env-kafka-1	1.11%	928MiB / 7.748GiB
57.0	local-env-schema-registry-1	0.31%	177MiB / 7.748GiB
57.0	local-env-mysql-1	0.64%	322MiB / 7.748GiB
57.0	local-env-postgres-1	53.83%	322.1MiB / 7.748GiB
