164.6	local-env-schema-registry-1	2.96%	125.2MiB / 7.748GiB
164.6	local-env-mysql-1	4.20%	255MiB / 7.748GiB
164.6	local-env-postgres-1	113.82%	220.1MiB / 7.748GiB
176.3	local-env-connect-1	42.63%	2.374GiB / 7.748GiB
176.3	local-env-kafka-1	93.89%	932.4MiB / 7.748GiB
176.3	local-env-schema-registry-1	0.56%	125.6MiB / 7.748GiB
176.3	local-env-mysql-1	3.95%	255.3MiB / 7.748GiB
176.3	local-env-postgres-1	53.89%	225.1MiB / 7.748GiB
186.7	local-env-connect-1	42.67%	2.375GiB / 7.748GiB
186.7	local-env-kafka-1	3.65%	940.5MiB / 7.748GiB
186.7	local-env-schema-registry-1	0.44%	127MiB / 7.748GiB
186.7	local-env-mysql-1	2.64%	256.3MiB / 7.748GiB
186.7	local-env-postgres-1	58.26%	223.9MiB / 7.748GiB
195.2	local-env-connect-1	9.86%	2.375GiB / 7.748GiB
195.2	local-env-kafka-1	1.98%	941.9MiB / 7.748GiB
195.2	local-env-schema-registry-1	0.31%	127.2MiB / 7.748GiB
195.2	local-env-mysql-1	0.93%	260.6MiB / 7.748GiB
195.2	local-env-postgres-1	41.79%	285.6MiB / 7.748GiB
201.5	local-env-connect-1	4.56%	2.375GiB / 7.748GiB
201.5	local-env-kafka-1	2.66%	941.2MiB / 7.748GiB
201.5	local-env-schema-registry-1	2.04%	128.2MiB / 7.748GiB
201.5	local-env-mysql-1	1.86%	260.6MiB / 7.748GiB
201.5	local-env-postgres-1	15.73%	289.2MiB / 7.748GiB
