t	table	topic_end	pg_inserted
1.4	b_wide_1	49152	0
5.9	b_wide_1	229376	109023
7.9	b_wide_1	314589	188292
9.9	b_wide_1	400041	268103
11.9	b_wide_1	486783	346999
16.4	b_wide_1	600000	505612
19.2	b_wide_1	600000	578799
