table	shape	rows	data_length	est_bytes	topic_bytes	src_done_s	sink_done_s	est_MiB_s	data_MiB_s	rows_s
b_wide_1	wide	600000	1642070016	2954700000	758042624	18.0	25.7	109.64	60.93	23346
