table	shape	rows	data_length	est_bytes	topic_bytes	src_done_s	sink_done_s	est_MiB_s	data_MiB_s	rows_s
b_lob_1	lob	1000	1605910528	2420970000	1573093376	5.6	11.1	208.00	137.97	90
