table	shape	rows	data_length	est_bytes	topic_bytes	src_done_s	sink_done_s	est_MiB_s	data_MiB_s	rows_s
b_narrow_1	narrow	8000000	635437056	972000000	307859456	17.6	59.7	15.53	10.15	134003
