68.7	local-env-connect-1	146.38%	5.878GiB / 15.6GiB
68.7	local-env-schema-registry-1	0.35%	164MiB / 15.6GiB
68.7	local-env-kafka-1	2.03%	2.165GiB / 15.6GiB
68.7	local-env-mysql-1	2.52%	396.9MiB / 15.6GiB
68.7	local-env-postgres-1	206.98%	1.046GiB / 15.6GiB
96.2	local-env-connect-1	127.51%	5.477GiB / 15.6GiB
96.2	local-env-schema-registry-1	1.30%	162.6MiB / 15.6GiB
96.2	local-env-kafka-1	2.58%	2.162GiB / 15.6GiB
96.2	local-env-mysql-1	3.04%	385.8MiB / 15.6GiB
96.2	local-env-postgres-1	208.50%	265.6MiB / 15.6GiB
96.2	projo-list-72568-api-1	1.47%	88.66MiB / 15.6GiB
96.2	projo-list-72568-web-1	0.08%	11.36MiB / 15.6GiB
91.9	projo-list-72568-web-1	0.41%	12.64MiB / 15.6GiB
91.9	projo-list-72568-api-1	7.23%	106MiB / 15.6GiB
91.9	local-env-connect-1	144.38%	5.491GiB / 15.6GiB
91.9	local-env-schema-registry-1	1.06%	163.5MiB / 15.6GiB
91.9	local-env-kafka-1	2.51%	2.154GiB / 15.6GiB
91.9	local-env-mysql-1	2.11%	391.1MiB / 15.6GiB
91.9	local-env-postgres-1	214.06%	281.5MiB / 15.6GiB
104.4	projo-list-72568-api-1	0.02%	64.61MiB / 15.6GiB
104.4	local-env-connect-1	90.95%	5.492GiB / 15.6GiB
104.4	local-env-schema-registry-1	0.28%	164.4MiB / 15.6GiB
104.4	local-env-kafka-1	1.41%	2.249GiB / 15.6GiB
104.4	local-env-mysql-1	3.13%	391.4MiB / 15.6GiB
104.4	local-env-postgres-1	132.79%	304.6MiB / 15.6GiB
114.4	local-env-connect-1	89.47%	5.461GiB / 15.6GiB
114.4	local-env-schema-registry-1	0.30%	161.5MiB / 15.6GiB
114.4	local-env-kafka-1	1.43%	2.015GiB / 15.6GiB
114.4	local-env-mysql-1	2.08%	393.3MiB / 15.6GiB
114.4	local-env-postgres-1	177.11%	331.2MiB / 15.6GiB
127.2	local-env-connect-1	141.07%	5.463GiB / 15.6GiB
127.2	local-env-schema-registry-1	2.02%	162.4MiB / 15.6GiB
127.2	local-env-kafka-1	1.86%	2.019GiB / 15.6GiB
127.2	local-env-mysql-1	2.29%	417.2MiB / 15.6GiB
127.2	local-env-postgres-1	199.66%	343.3MiB / 15.6GiB
139.6	local-env-connect-1	51.94%	5.465GiB / 15.6GiB
139.6	local-env-schema-registry-1	0.35%	163.5MiB / 15.6GiB
139.6	local-env-kafka-1	1.23%	2.021GiB / 15.6GiB
139.6	local-env-mysql-1	1.81%	376.2MiB / 15.6GiB
139.6	local-env-postgres-1	173.87%	342.6MiB / 15.6GiB
147.1	local-env-connect-1	5.39%	5.466GiB / 15.6GiB
147.1	local-env-schema-registry-1	0.38%	163.7MiB / 15.6GiB
147.1	local-env-kafka-1	1.84%	2.02GiB / 15.6GiB
147.1	local-env-mysql-1	2.46%	376.3MiB / 15.6GiB
147.1	local-env-postgres-1	18.78%	387.3MiB / 15.6GiB
153.5	local-env-connect-1	3.62%	5.467GiB / 15.6GiB
153.5	local-env-schema-registry-1	0.74%	164.1MiB / 15.6GiB
153.5	local-env-kafka-1	2.55%	2.022GiB / 15.6GiB
153.5	local-env-mysql-1	2.82%	381.4MiB / 15.6GiB
153.5	local-env-postgres-1	17.32%	380.7MiB / 15.6GiB
160.1	local-env-connect-1	1.95%	5.476GiB / 15.6GiB
160.1	local-env-schema-registry-1	2.29%	165.4MiB / 15.6GiB
160.1	local-env-kafka-1	24.78%	2.061GiB / 15.6GiB
160.1	local-env-mysql-1	1.59%	381.9MiB / 15.6GiB
160.1	local-env-postgres-1	7.52%	366.3MiB / 15.6GiB
163.5	local-env-connect-1	1.73%	5.476GiB / 15.6GiB
163.5	local-env-schema-registry-1	0.73%	165.6MiB / 15.6GiB
163.5	local-env-kafka-1	4.72%	2.022GiB / 15.6GiB
163.5	local-env-mysql-1	1.62%	382.5MiB / 15.6GiB
163.5	local-env-postgres-1	15.59%	357.8MiB / 15.6GiB
