t	table	topic_end	pg_inserted
1.4	b_wide_1	51002	0
6.0	b_wide_1	243308	100097
8.3	b_wide_1	324916	166563
10.4	b_wide_1	409600	268330
12.5	b_wide_1	491520	340090
17.4	b_wide_1	600000	490770
19.9	b_wide_1	600000	592959
