t	event	current_bytes	high_bytes
1.4	memory/temptable/physical_disk	0	0
1.4	memory/temptable/physical_ram	1048608	17825984
1.4	session_temp_tablespace:103	54525952	54525952
1.4	session_temp_tablespace:105	81920	81920
12.7	memory/temptable/physical_disk	0	0
12.7	memory/temptable/physical_ram	1048608	17825984
12.7	session_temp_tablespace:103	54525952	54525952
12.7	session_temp_tablespace:108	81920	81920
