t	event	current_bytes	high_bytes
56.8	session_temp_tablespace:176	54525952	54525952
56.8	session_temp_tablespace:186	18874368	18874368
56.8	session_temp_tablespace:191	18874368	18874368
56.8	session_temp_tablespace:196	18874368	18874368
56.8	session_temp_tablespace:201	18874368	18874368
56.8	session_temp_tablespace:215	81920	81920
73.2	memory/temptable/physical_disk	0	0
73.2	memory/temptable/physical_ram	7340256	135792016
73.2	session_temp_tablespace:166	54525952	54525952
73.2	session_temp_tablespace:171	54525952	54525952
73.2	session_temp_tablespace:176	54525952	54525952
73.2	session_temp_tablespace:186	18874368	18874368
73.2	session_temp_tablespace:191	18874368	18874368
73.2	session_temp_tablespace:196	18874368	18874368
73.2	session_temp_tablespace:201	18874368	18874368
73.2	session_temp_tablespace:217	81920	81920
78.7	memory/temptable/physical_disk	0	0
78.7	memory/temptable/physical_ram	6291648	135792016
78.7	session_temp_tablespace:166	54525952	54525952
78.7	session_temp_tablespace:171	54525952	54525952
78.7	session_temp_tablespace:186	18874368	18874368
78.7	session_temp_tablespace:191	18874368	18874368
78.7	session_temp_tablespace:196	18874368	18874368
78.7	session_temp_tablespace:201	18874368	18874368
78.7	session_temp_tablespace:218	81920	81920
84.3	memory/temptable/physical_disk	0	0
84.3	memory/temptable/physical_ram	5243040	135792016
84.3	session_temp_tablespace:166	54525952	54525952
84.3	session_temp_tablespace:186	18874368	18874368
84.3	session_temp_tablespace:191	18874368	18874368
84.3	session_temp_tablespace:196	18874368	18874368
84.3	session_temp_tablespace:201	18874368	18874368
84.3	session_temp_tablespace:220	81920	81920
70.0	memory/temptable/physical_disk	0	0
70.0	memory/temptable/physical_ram	4194432	135792016
70.0	session_temp_tablespace:186	18874368	18874368
70.0	session_temp_tablespace:191	18874368	18874368
70.0	session_temp_tablespace:196	18874368	18874368
70.0	session_temp_tablespace:201	18874368	18874368
70.0	session_temp_tablespace:221	81920	81920
93.1	memory/temptable/physical_disk	0	0
93.1	memory/temptable/physical_ram	4194432	135792016
93.1	session_temp_tablespace:186	18874368	18874368
93.1	session_temp_tablespace:191	18874368	18874368
93.1	session_temp_tablespace:196	18874368	18874368
93.1	session_temp_tablespace:201	18874368	18874368
93.1	session_temp_tablespace:223	81920	81920
105.5	memory/temptable/physical_disk	0	0
105.5	memory/temptable/physical_ram	4194432	135792016
105.5	session_temp_tablespace:186	18874368	18874368
105.5	session_temp_tablespace:191	18874368	18874368
105.5	session_temp_tablespace:196	18874368	18874368
105.5	session_temp_tablespace:201	18874368	18874368
105.5	session_temp_tablespace:225	81920	81920
117.1	memory/temptable/physical_disk	0	0
117.1	memory/temptable/physical_ram	4194432	135792016
117.1	session_temp_tablespace:186	18874368	18874368
117.1	session_temp_tablespace:191	18874368	18874368
117.1	session_temp_tablespace:196	18874368	18874368
117.1	session_temp_tablespace:201	18874368	18874368
117.1	session_temp_tablespace:227	81920	81920
131.6	memory/temptable/physical_disk	0	0
131.6	memory/temptable/physical_ram	4194432	135792016
131.6	session_temp_tablespace:186	18874368	18874368
131.6	session_temp_tablespace:191	18874368	18874368
131.6	session_temp_tablespace:196	18874368	18874368
131.6	session_temp_tablespace:201	18874368	18874368
131.6	session_temp_tablespace:230	81920	81920
140.0	memory/temptable/physical_disk	0	0
140.0	memory/temptable/physical_ram	4194432	135792016
140.0	session_temp_tablespace:186	18874368	18874368
140.0	session_temp_tablespace:191	18874368	18874368
140.0	session_temp_tablespace:196	18874368	18874368
140.0	session_temp_tablespace:201	18874368	18874368
140.0	session_temp_tablespace:231	81920	81920
146.5	memory/temptable/physical_disk	0	0
146.5	memory/temptable/physical_ram	3145824	135792016
146.5	session_temp_tablespace:186	18874368	18874368
146.5	session_temp_tablespace:191	18874368	18874368
146.5	session_temp_tablespace:201	18874368	18874368
146.5	session_temp_tablespace:233	81920	81920
153.0	memory/temptable/physical_disk	0	0
153.0	memory/temptable/physical_ram	2097216	135792016
153.0	session_temp_tablespace:186	18874368	18874368
153.0	session_temp_tablespace:191	18874368	18874368
153.0	session_temp_tablespace:235	81920	81920
157.3	memory/temptable/physical_disk	0	0
157.3	memory/temptable/physical_ram	1048608	135792016
157.3	session_temp_tablespace:186	18874368	18874368
157.3	session_temp_tablespace:236	81920	81920
