table	shape	rows	data_length	est_bytes	topic_bytes	admit_s	src_done_s	sink_done_s	est_MiB_s	data_MiB_s	rows_s
b_narrow_1	narrow	8000000	635437056	972000000	315404288	0.0	27.7	64.3	14.42	9.42	124417
