1.4	local-env-connect-1	382.36%	1.268GiB / 15.6GiB
1.4	local-env-schema-registry-1	1.18%	287.7MiB / 15.6GiB
1.4	local-env-kafka-1	12.76%	1.32GiB / 15.6GiB
1.4	local-env-mysql-1	23.57%	582.9MiB / 15.6GiB
1.4	local-env-postgres-1	35.69%	212.8MiB / 15.6GiB
11.9	local-env-connect-1	161.90%	1.302GiB / 15.6GiB
11.9	local-env-schema-registry-1	0.31%	287.6MiB / 15.6GiB
11.9	local-env-kafka-1	16.94%	1.498GiB / 15.6GiB
11.9	local-env-mysql-1	25.91%	583.3MiB / 15.6GiB
11.9	local-env-postgres-1	50.68%	224.3MiB / 15.6GiB
22.9	local-env-connect-1	49.32%	1.306GiB / 15.6GiB
22.9	local-env-schema-registry-1	0.25%	287.8MiB / 15.6GiB
22.9	local-env-kafka-1	1.23%	1.778GiB / 15.6GiB
22.9	local-env-mysql-1	2.31%	582.7MiB / 15.6GiB
22.9	local-env-postgres-1	51.82%	232.3MiB / 15.6GiB
34.5	local-env-connect-1	42.84%	1.309GiB / 15.6GiB
34.5	local-env-schema-registry-1	0.29%	296.7MiB / 15.6GiB
34.5	local-env-kafka-1	1.07%	1.779GiB / 15.6GiB
34.5	local-env-mysql-1	0.72%	582.9MiB / 15.6GiB
34.5	local-env-postgres-1	53.01%	240.1MiB / 15.6GiB
46.1	local-env-connect-1	45.63%	1.31GiB / 15.6GiB
46.1	local-env-schema-registry-1	0.28%	296.9MiB / 15.6GiB
46.1	local-env-kafka-1	1.17%	1.777GiB / 15.6GiB
46.1	local-env-mysql-1	0.78%	583MiB / 15.6GiB
46.1	local-env-postgres-1	54.54%	249MiB / 15.6GiB
57.9	local-env-connect-1	49.12%	1.31GiB / 15.6GiB
57.9	local-env-schema-registry-1	0.29%	297.1MiB / 15.6GiB
57.9	local-env-kafka-1	1.57%	1.784GiB / 15.6GiB
57.9	local-env-mysql-1	0.95%	583.1MiB / 15.6GiB
57.9	local-env-postgres-1	55.58%	278.5MiB / 15.6GiB
