t	table	topic_end	pg_inserted
1.4	b_wide_1	0	0
3.4	b_wide_1	12072	0
5.5	b_wide_1	74904	87857
7.6	b_wide_1	179633	159083
9.6	b_wide_1	276635	189846
11.7	b_wide_1	383323	283931
13.8	b_wide_1	477166	353229
15.9	b_wide_1	600000	434803
18.7	b_wide_1	600000	501582
20.9	b_wide_1	600000	584629
